"grade","subject","chapter","topic","scope_note","topic_raw"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","বিডিবিএল-এর ক্ষুদ্র উদ্যোক্তাদের অগ্রাধিকার","","বিডিবিএল-এর ক্ষুদ্র উদ্যোক্তাদের অগ্রাধিকার"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","বাণিজ্যিক ব্যাংকের শিল্প ঋণ সেবা","","বাণিজ্যিক ব্যাংকের শিল্প ঋণ সেবা"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","বিনিময় নিয়ন্ত্রণ বোর্ডের ভূমিকা","","বিনিময় নিয়ন্ত্রণ বোর্ডের ভূমিকা"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","পেটেন্ট ও ট্রেডমার্ক নিবন্ধন প্রক্রিয়া","","পেটেন্ট ও ট্রেডমার্ক নিবন্ধন প্রক্রিয়া"
"9-10","business-entrepreneurship","অধ্যায় ১০: ব্যবসায় উদ্যোগ উন্নয়নে সহায়ক সেবা","সমবায় ব্যাংকের সেবাসমূহ","","সমবায় ব্যাংকের সেবাসমূহ"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","ব্যবসায়িক মূল্যবোধ ও নৈতিকতার ধারণা","","ব্যবসায়িক মূল্যবোধ ও নৈতিকতার ধারণা"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","নৈতিকতার সংজ্ঞা ও প্রয়োজনীয়তা","","নৈতিকতার সংজ্ঞা ও প্রয়োজনীয়তা"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","ব্যবসায়ে নৈতিকতার প্রয়োজনীয়তা","","ব্যবসায়ে নৈতিকতার প্রয়োজনীয়তা"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","ব্যবসায়িক দায়বদ্ধতা ও সমাজসেবা","","ব্যবসায়িক দায়বদ্ধতা ও সমাজসেবা"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","পরিবেশ দূষণ ও ব্যবসায়িক দায়িত্ব","","পরিবেশ দূষণ ও ব্যবসায়িক দায়িত্ব"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","ব্যবসায়ে সামাজিক দায়িত্ব পালন","","ব্যবসায়ে সামাজিক দায়িত্ব পালন"
"9-10","business-entrepreneurship","অধ্যায় ১১: ব্যবসায় নৈতিকতা ও সামাজিক দায়িত্ব","বিভিন্ন প্রতিষ্ঠানের সমাজসেবামূলক কর্মসূচি","","বিভিন্ন প্রতিষ্ঠানের সমাজসেবামূলক কর্মসূচি"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","জহিরুল ইসলামের জীবনী ও উদ্যোক্তায় রূপান্তর","","জহিরুল ইসলামের জীবনী ও উদ্যোক্তায় রূপান্তর"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","স্যামসন এইচ চৌধুরীর উদ্যোক্তায় পরিণতি","","স্যামসন এইচ চৌধুরীর উদ্যোক্তায় পরিণতি"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","সফল উদ্যোক্তাদের বিশেষ গুণাবলি","","সফল উদ্যোক্তাদের বিশেষ গুণাবলি"
"9-10","business-entrepreneurship","অধ্যায় ১২: সফল উদ্যোক্তাদের জীবনী থেকে শিক্ষাদীয়","পুরস্কার ও স্বীকৃতি","","পুরস্কার ও স্বীকৃতি"
